DATA,,,,,,,,,
key,data,,,,,,,,
token_name,Maps.me,,,,,,,,
token_symbol,MAPS,,,,,,,,
start_date,01/12/2021,,,,,,,,
start_tokens,10000000000,,,,,,,,
emission_schedule,1D,,,,,,,,
emission_type,linear_unlock,,,,,,,,
emission_incentive,,,,,,,,,
DISTRIBUTION,,,,,,,,,
entity,Private Sale,IEO and Initial Liquidity,Serum Community Fund,MAPS Community Fund,Liquidity & Token Growth,Ecosystem Partners,Project Builders,Technology & Product,Ecosystem Growth & Marketing
type,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage
group,investor,public,ecosystem,ecosystem,foundation,ecosystem,team_advisors,team_advisors,ecosystem
emission,unlock,unlock,unlock,unlock,unlock,unlock,unlock,unlock,unlock
t456,0.20757,5,2.26802,2.74726,0.20757,0.41515,0.62272,0.41515,1.85287
t457,0.20985,5,2.27646,2.75547,0.20985,0.41971,0.62956,0.41971,1.85675
t458,0.21214,5,2.2849,2.76369,0.21214,0.42427,0.63641,0.42427,1.86063
t459,0.21442,5,2.29334,2.7719,0.21442,0.42883,0.64325,0.42883,1.86451
t460,0.2167,5,2.30178,2.78011,0.2167,0.43339,0.65009,0.43339,1.86839
t461,0.21898,5,2.31022,2.78832,0.21898,0.43796,0.65693,0.43796,1.87226
t462,0.22126,5,2.31866,2.79653,0.22126,0.44252,0.66378,0.44252,1.87614
t463,0.22354,5,2.3271,2.80474,0.22354,0.44708,0.67062,0.44708,1.88002
t464,0.22582,5,2.33554,2.81296,0.22582,0.45164,0.67746,0.45164,1.8839
t465,0.2281,5,2.34398,2.82117,0.2281,0.4562,0.68431,0.4562,1.88777
t466,0.23038,5,2.35242,2.82938,0.23038,0.46077,0.69115,0.46077,1.89165
t467,0.23266,5,2.36086,2.83759,0.23266,0.46533,0.69799,0.46533,1.89553
t468,0.23495,5,2.3693,2.8458,0.23495,0.46989,0.70484,0.46989,1.89941
t469,0.23723,5,2.37774,2.85401,0.23723,0.47445,0.71168,0.47445,1.90328
t470,0.23951,5,2.38618,2.86223,0.23951,0.47901,0.71852,0.47901,1.90716
t471,0.24179,5,2.39462,2.87044,0.24179,0.48358,0.72536,0.48358,1.91104
t472,0.24407,5,2.40306,2.87865,0.24407,0.48814,0.73221,0.48814,1.91492
t473,0.24635,5,2.4115,2.88686,0.24635,0.4927,0.73905,0.4927,1.9188
t474,0.24863,5,2.41994,2.89507,0.24863,0.49726,0.74589,0.49726,1.92267
t475,0.25091,5,2.42838,2.90328,0.25091,0.50182,0.75274,0.50182,1.92655
t476,0.25319,5,2.43682,2.9115,0.25319,0.50639,0.75958,0.50639,1.93043
t477,0.25547,5,2.44526,2.91971,0.25547,0.51095,0.76642,0.51095,1.93431
t478,0.25776,5,2.4537,2.92792,0.25776,0.51551,0.77327,0.51551,1.93818
t479,0.26004,5,2.46214,2.93613,0.26004,0.52007,0.78011,0.52007,1.94206
t480,0.26232,5,2.47057,2.94434,0.26232,0.52464,0.78695,0.52464,1.94594
t481,0.2646,5,2.47901,2.95255,0.2646,0.5292,0.7938,0.5292,1.94982
t482,0.26688,5,2.48745,2.96077,0.26688,0.53376,0.80064,0.53376,1.9537
t483,0.26916,5,2.49589,2.96898,0.26916,0.53832,0.80748,0.53832,1.95757
t484,0.27144,5,2.50433,2.97719,0.27144,0.54288,0.81432,0.54288,1.96145
t485,0.27372,5,2.51277,2.9854,0.27372,0.54745,0.82117,0.54745,1.96533
t486,0.276,5,2.52121,2.99361,0.276,0.55201,0.82801,0.55201,1.96921
t487,0.27828,5,2.52965,3.00182,0.27828,0.55657,0.83485,0.55657,1.97308
t488,0.28057,5,2.53809,3.01004,0.28057,0.56113,0.8417,0.56113,1.97696
t489,0.28285,5,2.54653,3.01825,0.28285,0.56569,0.84854,0.56569,1.98084
t490,0.28513,5,2.55497,3.02646,0.28513,0.57026,0.85538,0.57026,1.98472
t491,0.28741,5,2.56341,3.03467,0.28741,0.57482,0.86223,0.57482,1.98859
t492,0.28969,5,2.57185,3.04288,0.28969,0.57938,0.86907,0.57938,1.99247
t493,0.29197,5,2.58029,3.05109,0.29197,0.58394,0.87591,0.58394,1.99635
t494,0.29425,5,2.58873,3.05931,0.29425,0.5885,0.88276,0.5885,2.00023
t495,0.29653,5,2.59717,3.06752,0.29653,0.59307,0.8896,0.59307,2.00411
t496,0.29881,5,2.60561,3.07573,0.29881,0.59763,0.89644,0.59763,2.00798
t497,0.30109,5,2.61405,3.08394,0.30109,0.60219,0.90328,0.60219,2.01186
t498,0.30338,5,2.62249,3.09215,0.30338,0.60675,0.91013,0.60675,2.01574
t499,0.30566,5,2.63093,3.10036,0.30566,0.61131,0.91697,0.61131,2.01962
t500,0.30794,5,2.63937,3.10858,0.30794,0.61588,0.92381,0.61588,2.02349
t501,0.31022,5,2.64781,3.11679,0.31022,0.62044,0.93066,0.62044,2.02737
t502,0.3125,5,2.65625,3.125,0.3125,0.625,0.9375,0.625,2.03125
t503,0.31478,5,2.66469,3.13321,0.31478,0.62956,0.94434,0.62956,2.03513
t504,0.31706,5,2.67313,3.14142,0.31706,0.63412,0.95119,0.63412,2.03901
t505,0.31934,5,2.68157,3.14964,0.31934,0.63869,0.95803,0.63869,2.04288
t506,0.32162,5,2.69001,3.15785,0.32162,0.64325,0.96487,0.64325,2.04676
t507,0.32391,5,2.69845,3.16606,0.32391,0.64781,0.97172,0.64781,2.05064
t508,0.32619,5,2.70689,3.17427,0.32619,0.65237,0.97856,0.65237,2.05452
t509,0.32847,5,2.71533,3.18248,0.32847,0.65693,0.9854,0.65693,2.05839
t510,0.33075,5,2.72377,3.19069,0.33075,0.6615,0.99224,0.6615,2.06227
t511,0.33303,5,2.73221,3.19891,0.33303,0.66606,0.99909,0.66606,2.06615
t512,0.33531,5,2.74065,3.20712,0.33531,0.67062,1.00593,0.67062,2.07003
t513,0.33759,5,2.74909,3.21533,0.33759,0.67518,1.01277,0.67518,2.07391
t514,0.33987,5,2.75753,3.22354,0.33987,0.67974,1.01962,0.67974,2.07778
t515,0.34215,5,2.76597,3.23175,0.34215,0.68431,1.02646,0.68431,2.08166
t516,0.34443,5,2.77441,3.23996,0.34443,0.68887,1.0333,0.68887,2.08554
t517,0.34672,5,2.78285,3.24818,0.34672,0.69343,1.04015,0.69343,2.08942
t518,0.349,5,2.79129,3.25639,0.349,0.69799,1.04699,0.69799,2.09329
t519,0.35128,5,2.79973,3.2646,0.35128,0.70255,1.05383,0.70255,2.09717
t520,0.35356,5,2.80817,3.27281,0.35356,0.70712,1.06068,0.70712,2.10105
t521,0.35584,5,2.81661,3.28102,0.35584,0.71168,1.06752,0.71168,2.10493
t522,0.35812,5,2.82505,3.28923,0.35812,0.71624,1.07436,0.71624,2.1088
t523,0.3604,5,2.83349,3.29745,0.3604,0.7208,1.0812,0.7208,2.11268
t524,0.36268,5,2.84193,3.30566,0.36268,0.72536,1.08805,0.72536,2.11656
t525,0.36496,5,2.85036,3.31387,0.36496,0.72993,1.09489,0.72993,2.12044
t526,0.36724,5,2.8588,3.32208,0.36724,0.73449,1.10173,0.73449,2.12432
t527,0.36953,5,2.86724,3.33029,0.36953,0.73905,1.10858,0.73905,2.12819
t528,0.37181,5,2.87568,3.3385,0.37181,0.74361,1.11542,0.74361,2.13207
t529,0.37409,5,2.88412,3.34672,0.37409,0.74818,1.12226,0.74818,2.13595
t530,0.37637,5,2.89256,3.35493,0.37637,0.75274,1.12911,0.75274,2.13983
t531,0.37865,5,2.901,3.36314,0.37865,0.7573,1.13595,0.7573,2.1437
t532,0.38093,5,2.90944,3.37135,0.38093,0.76186,1.14279,0.76186,2.14758
t533,0.38321,5,2.91788,3.37956,0.38321,0.76642,1.14964,0.76642,2.15146
t534,0.38549,5,2.92632,3.38777,0.38549,0.77099,1.15648,0.77099,2.15534
t535,0.38777,5,2.93476,3.39599,0.38777,0.77555,1.16332,0.77555,2.15922
t536,0.39005,5,2.9432,3.4042,0.39005,0.78011,1.17016,0.78011,2.16309
t537,0.39234,5,2.95164,3.41241,0.39234,0.78467,1.17701,0.78467,2.16697
t538,0.39462,5,2.96008,3.42062,0.39462,0.78923,1.18385,0.78923,2.17085
t539,0.3969,5,2.96852,3.42883,0.3969,0.7938,1.19069,0.7938,2.17473
t540,0.39918,5,2.97696,3.43704,0.39918,0.79836,1.19754,0.79836,2.1786
t541,0.40146,5,2.9854,3.44526,0.40146,0.80292,1.20438,0.80292,2.18248
t542,0.40374,5,2.99384,3.45347,0.40374,0.80748,1.21122,0.80748,2.18636
t543,0.40602,5,3.00228,3.46168,0.40602,0.81204,1.21807,0.81204,2.19024
t544,0.4083,5,3.01072,3.46989,0.4083,0.81661,1.22491,0.81661,2.19411
t545,0.41058,5,3.01916,3.4781,0.41058,0.82117,1.23175,0.82117,2.19799
t546,0.41286,5,3.0276,3.48631,0.41286,0.82573,1.23859,0.82573,2.20187
t547,0.41515,5,3.03604,3.49453,0.41515,0.83029,1.24544,0.83029,2.20575
t548,0.41743,5,3.04448,3.50274,0.41743,0.83485,1.25228,0.83485,2.20963
t549,0.41971,5,3.05292,3.51095,0.41971,0.83942,1.25912,0.83942,2.2135
t550,0.42199,5,3.06136,3.51916,0.42199,0.84398,1.26597,0.84398,2.21738
t551,0.42427,5,3.0698,3.52737,0.42427,0.84854,1.27281,0.84854,2.22126
t552,0.42655,5,3.07824,3.53558,0.42655,0.8531,1.27965,0.8531,2.22514
t553,0.42883,5,3.08668,3.5438,0.42883,0.85766,1.2865,0.85766,2.22901
t554,0.43111,5,3.09512,3.55201,0.43111,0.86223,1.29334,0.86223,2.23289
t555,0.43339,5,3.10356,3.56022,0.43339,0.86679,1.30018,0.86679,2.23677
t556,0.43568,5,3.112,3.56843,0.43568,0.87135,1.30703,0.87135,2.24065
t557,0.43796,5,3.12044,3.57664,0.43796,0.87591,1.31387,0.87591,2.24453
t558,0.44024,5,3.12888,3.58485,0.44024,0.88047,1.32071,0.88047,2.2484
t559,0.44252,5,3.13732,3.59307,0.44252,0.88504,1.32755,0.88504,2.25228
t560,0.4448,5,3.14576,3.60128,0.4448,0.8896,1.3344,0.8896,2.25616
t561,0.44708,5,3.1542,3.60949,0.44708,0.89416,1.34124,0.89416,2.26004
t562,0.44936,5,3.16264,3.6177,0.44936,0.89872,1.34808,0.89872,2.26391
t563,0.45164,5,3.17108,3.62591,0.45164,0.90328,1.35493,0.90328,2.26779
t564,0.45392,5,3.17952,3.63412,0.45392,0.90785,1.36177,0.90785,2.27167
t565,0.4562,5,3.18796,3.64234,0.4562,0.91241,1.36861,0.91241,2.27555
t566,0.45849,5,3.1964,3.65055,0.45849,0.91697,1.37546,0.91697,2.27943
t567,0.46077,5,3.20484,3.65876,0.46077,0.92153,1.3823,0.92153,2.2833
t568,0.46305,5,3.21328,3.66697,0.46305,0.92609,1.38914,0.92609,2.28718
t569,0.46533,5,3.22172,3.67518,0.46533,0.93066,1.39599,0.93066,2.29106
t570,0.46761,5,3.23016,3.68339,0.46761,0.93522,1.40283,0.93522,2.29494
t571,0.46989,5,3.23859,3.69161,0.46989,0.93978,1.40967,0.93978,2.29881
t572,0.47217,5,3.24703,3.69982,0.47217,0.94434,1.41651,0.94434,2.30269
t573,0.47445,5,3.25547,3.70803,0.47445,0.94891,1.42336,0.94891,2.30657
t574,0.47673,5,3.26391,3.71624,0.47673,0.95347,1.4302,0.95347,2.31045
t575,0.47901,5,3.27235,3.72445,0.47901,0.95803,1.43704,0.95803,2.31432
t576,0.4813,5,3.28079,3.73266,0.4813,0.96259,1.44389,0.96259,2.3182
t577,0.48358,5,3.28923,3.74088,0.48358,0.96715,1.45073,0.96715,2.32208
t578,0.48586,5,3.29767,3.74909,0.48586,0.97172,1.45757,0.97172,2.32596
t579,0.48814,5,3.30611,3.7573,0.48814,0.97628,1.46442,0.97628,2.32984
t580,0.49042,5,3.31455,3.76551,0.49042,0.98084,1.47126,0.98084,2.33371
t581,0.4927,5,3.32299,3.77372,0.4927,0.9854,1.4781,0.9854,2.33759
t582,0.49498,5,3.33143,3.78193,0.49498,0.98996,1.48495,0.98996,2.34147
t583,0.49726,5,3.33987,3.79015,0.49726,0.99453,1.49179,0.99453,2.34535
t584,0.49954,5,3.34831,3.79836,0.49954,0.99909,1.49863,0.99909,2.34922
t585,0.50182,5,3.35675,3.80657,0.50182,1.00365,1.50547,1.00365,2.3531
t586,0.50411,5,3.36519,3.81478,0.50411,1.00821,1.51232,1.00821,2.35698
t587,0.50639,5,3.37363,3.82299,0.50639,1.01277,1.51916,1.01277,2.36086
t588,0.50867,5,3.38207,3.8312,0.50867,1.01734,1.526,1.01734,2.36474
t589,0.51095,5,3.39051,3.83942,0.51095,1.0219,1.53285,1.0219,2.36861
t590,0.51323,5,3.39895,3.84763,0.51323,1.02646,1.53969,1.02646,2.37249
t591,0.51551,5,3.40739,3.85584,0.51551,1.03102,1.54653,1.03102,2.37637
t592,0.51779,5,3.41583,3.86405,0.51779,1.03558,1.55338,1.03558,2.38025
t593,0.52007,5,3.42427,3.87226,0.52007,1.04015,1.56022,1.04015,2.38412
t594,0.52235,5,3.43271,3.88047,0.52235,1.04471,1.56706,1.04471,2.388
t595,0.52464,5,3.44115,3.88869,0.52464,1.04927,1.57391,1.04927,2.39188
t596,0.52692,5,3.44959,3.8969,0.52692,1.05383,1.58075,1.05383,2.39576
t597,0.5292,5,3.45803,3.90511,0.5292,1.05839,1.58759,1.05839,2.39964
t598,0.53148,5,3.46647,3.91332,0.53148,1.06296,1.59443,1.06296,2.40351
t599,0.53376,5,3.47491,3.92153,0.53376,1.06752,1.60128,1.06752,2.40739
t600,0.53604,5,3.48335,3.92974,0.53604,1.07208,1.60812,1.07208,2.41127
t601,0.53832,5,3.49179,3.93796,0.53832,1.07664,1.61496,1.07664,2.41515
t602,0.5406,5,3.50023,3.94617,0.5406,1.0812,1.62181,1.0812,2.41902
t603,0.54288,5,3.50867,3.95438,0.54288,1.08577,1.62865,1.08577,2.4229
t604,0.54516,5,3.51711,3.96259,0.54516,1.09033,1.63549,1.09033,2.42678
t605,0.54745,5,3.52555,3.9708,0.54745,1.09489,1.64234,1.09489,2.43066
t606,0.54973,5,3.53399,3.97901,0.54973,1.09945,1.64918,1.09945,2.43453
t607,0.55201,5,3.54243,3.98723,0.55201,1.10401,1.65602,1.10401,2.43841
t608,0.55429,5,3.55087,3.99544,0.55429,1.10858,1.66286,1.10858,2.44229
t609,0.55657,5,3.55931,4.00365,0.55657,1.11314,1.66971,1.11314,2.44617
t610,0.55885,5,3.56775,4.01186,0.55885,1.1177,1.67655,1.1177,2.45005
t611,0.56113,5,3.57619,4.02007,0.56113,1.12226,1.68339,1.12226,2.45392
t612,0.56341,5,3.58463,4.02828,0.56341,1.12682,1.69024,1.12682,2.4578
t613,0.56569,5,3.59307,4.0365,0.56569,1.13139,1.69708,1.13139,2.46168
t614,0.56797,5,3.60151,4.04471,0.56797,1.13595,1.70392,1.13595,2.46556
t615,0.57026,5,3.60995,4.05292,0.57026,1.14051,1.71077,1.14051,2.46943
t616,0.57254,5,3.61839,4.06113,0.57254,1.14507,1.71761,1.14507,2.47331
t617,0.57482,5,3.62682,4.06934,0.57482,1.14964,1.72445,1.14964,2.47719
t618,0.5771,5,3.63526,4.07755,0.5771,1.1542,1.7313,1.1542,2.48107
t619,0.57938,5,3.6437,4.08577,0.57938,1.15876,1.73814,1.15876,2.48495
t620,0.58166,5,3.65214,4.09398,0.58166,1.16332,1.74498,1.16332,2.48882
t621,0.58394,5,3.66058,4.10219,0.58394,1.16788,1.75182,1.16788,2.4927
t622,0.58622,5,3.66902,4.1104,0.58622,1.17245,1.75867,1.17245,2.49658
t623,0.5885,5,3.67746,4.11861,0.5885,1.17701,1.76551,1.17701,2.50046
t624,0.59078,5,3.6859,4.12682,0.59078,1.18157,1.77235,1.18157,2.50433
t625,0.59307,5,3.69434,4.13504,0.59307,1.18613,1.7792,1.18613,2.50821
t626,0.59535,5,3.70278,4.14325,0.59535,1.19069,1.78604,1.19069,2.51209
t627,0.59763,5,3.71122,4.15146,0.59763,1.19526,1.79288,1.19526,2.51597
t628,0.59991,5,3.71966,4.15967,0.59991,1.19982,1.79973,1.19982,2.51984
t629,0.60219,5,3.7281,4.16788,0.60219,1.20438,1.80657,1.20438,2.52372
t630,0.60447,5,3.73654,4.17609,0.60447,1.20894,1.81341,1.20894,2.5276
t631,0.60675,5,3.74498,4.18431,0.60675,1.2135,1.82026,1.2135,2.53148
t632,0.60903,5,3.75342,4.19252,0.60903,1.21807,1.8271,1.21807,2.53536
t633,0.61131,5,3.76186,4.20073,0.61131,1.22263,1.83394,1.22263,2.53923
t634,0.61359,5,3.7703,4.20894,0.61359,1.22719,1.84078,1.22719,2.54311
t635,0.61588,5,3.77874,4.21715,0.61588,1.23175,1.84763,1.23175,2.54699
t636,0.61816,5,3.78718,4.22536,0.61816,1.23631,1.85447,1.23631,2.55087
t637,0.62044,5,3.79562,4.23358,0.62044,1.24088,1.86131,1.24088,2.55474
t638,0.62272,5,3.80406,4.24179,0.62272,1.24544,1.86816,1.24544,2.55862
t639,0.625,5,3.8125,4.25,0.625,1.25,1.875,1.25,2.5625
t640,0.62728,5,3.82094,4.25821,0.62728,1.25456,1.88184,1.25456,2.56638
t641,0.62956,5,3.82938,4.26642,0.62956,1.25912,1.88869,1.25912,2.57026
t642,0.63184,5,3.83782,4.27464,0.63184,1.26369,1.89553,1.26369,2.57413
t643,0.63412,5,3.84626,4.28285,0.63412,1.26825,1.90237,1.26825,2.57801
t644,0.63641,5,3.8547,4.29106,0.63641,1.27281,1.90922,1.27281,2.58189
t645,0.63869,5,3.86314,4.29927,0.63869,1.27737,1.91606,1.27737,2.58577
t646,0.64097,5,3.87158,4.30748,0.64097,1.28193,1.9229,1.28193,2.58964
t647,0.64325,5,3.88002,4.31569,0.64325,1.2865,1.92974,1.2865,2.59352
t648,0.64553,5,3.88846,4.32391,0.64553,1.29106,1.93659,1.29106,2.5974
t649,0.64781,5,3.8969,4.33212,0.64781,1.29562,1.94343,1.29562,2.60128
t650,0.65009,5,3.90534,4.34033,0.65009,1.30018,1.95027,1.30018,2.60516
t651,0.65237,5,3.91378,4.34854,0.65237,1.30474,1.95712,1.30474,2.60903
t652,0.65465,5,3.92222,4.35675,0.65465,1.30931,1.96396,1.30931,2.61291
t653,0.65693,5,3.93066,4.36496,0.65693,1.31387,1.9708,1.31387,2.61679
t654,0.65922,5,3.9391,4.37318,0.65922,1.31843,1.97765,1.31843,2.62067
t655,0.6615,5,3.94754,4.38139,0.6615,1.32299,1.98449,1.32299,2.62454
t656,0.66378,5,3.95598,4.3896,0.66378,1.32755,1.99133,1.32755,2.62842
t657,0.66606,5,3.96442,4.39781,0.66606,1.33212,1.99818,1.33212,2.6323
t658,0.66834,5,3.97286,4.40602,0.66834,1.33668,2.00502,1.33668,2.63618
t659,0.67062,5,3.9813,4.41423,0.67062,1.34124,2.01186,1.34124,2.64005
t660,0.6729,5,3.98974,4.42245,0.6729,1.3458,2.0187,1.3458,2.64393
t661,0.67518,5,3.99818,4.43066,0.67518,1.35036,2.02555,1.35036,2.64781
t662,0.67746,5,4.00661,4.43887,0.67746,1.35493,2.03239,1.35493,2.65169
t663,0.67974,5,4.01505,4.44708,0.67974,1.35949,2.03923,1.35949,2.65557
t664,0.68203,5,4.02349,4.45529,0.68203,1.36405,2.04608,1.36405,2.65944
t665,0.68431,5,4.03193,4.4635,0.68431,1.36861,2.05292,1.36861,2.66332
t666,0.68659,5,4.04037,4.47172,0.68659,1.37318,2.05976,1.37318,2.6672
t667,0.68887,5,4.04881,4.47993,0.68887,1.37774,2.06661,1.37774,2.67108
t668,0.69115,5,4.05725,4.48814,0.69115,1.3823,2.07345,1.3823,2.67495
t669,0.69343,5,4.06569,4.49635,0.69343,1.38686,2.08029,1.38686,2.67883
t670,0.69571,5,4.07413,4.50456,0.69571,1.39142,2.08714,1.39142,2.68271
t671,0.69799,5,4.08257,4.51277,0.69799,1.39599,2.09398,1.39599,2.68659
t672,0.70027,5,4.09101,4.52099,0.70027,1.40055,2.10082,1.40055,2.69047
t673,0.70255,5,4.09945,4.5292,0.70255,1.40511,2.10766,1.40511,2.69434
t674,0.70484,5,4.10789,4.53741,0.70484,1.40967,2.11451,1.40967,2.69822
t675,0.70712,5,4.11633,4.54562,0.70712,1.41423,2.12135,1.41423,2.7021
t676,0.7094,5,4.12477,4.55383,0.7094,1.4188,2.12819,1.4188,2.70598
t677,0.71168,5,4.13321,4.56204,0.71168,1.42336,2.13504,1.42336,2.70985
t678,0.71396,5,4.14165,4.57026,0.71396,1.42792,2.14188,1.42792,2.71373
t679,0.71624,5,4.15009,4.57847,0.71624,1.43248,2.14872,1.43248,2.71761
t680,0.71852,5,4.15853,4.58668,0.71852,1.43704,2.15557,1.43704,2.72149
t681,0.7208,5,4.16697,4.59489,0.7208,1.44161,2.16241,1.44161,2.72536
t682,0.72308,5,4.17541,4.6031,0.72308,1.44617,2.16925,1.44617,2.72924
t683,0.72536,5,4.18385,4.61131,0.72536,1.45073,2.17609,1.45073,2.73312
t684,0.72765,5,4.19229,4.61953,0.72765,1.45529,2.18294,1.45529,2.737
t685,0.72993,5,4.20073,4.62774,0.72993,1.45985,2.18978,1.45985,2.74088
t686,0.73221,5,4.20917,4.63595,0.73221,1.46442,2.19662,1.46442,2.74475
t687,0.73449,5,4.21761,4.64416,0.73449,1.46898,2.20347,1.46898,2.74863
t688,0.73677,5,4.22605,4.65237,0.73677,1.47354,2.21031,1.47354,2.75251
t689,0.73905,5,4.23449,4.66058,0.73905,1.4781,2.21715,1.4781,2.75639
t690,0.74133,5,4.24293,4.6688,0.74133,1.48266,2.224,1.48266,2.76026
t691,0.74361,5,4.25137,4.67701,0.74361,1.48723,2.23084,1.48723,2.76414
t692,0.74589,5,4.25981,4.68522,0.74589,1.49179,2.23768,1.49179,2.76802
t693,0.74818,5,4.26825,4.69343,0.74818,1.49635,2.24453,1.49635,2.7719
t694,0.75046,5,4.27669,4.70164,0.75046,1.50091,2.25137,1.50091,2.77578
t695,0.75274,5,4.28513,4.70985,0.75274,1.50547,2.25821,1.50547,2.77965
t696,0.75502,5,4.29357,4.71807,0.75502,1.51004,2.26505,1.51004,2.78353
t697,0.7573,5,4.30201,4.72628,0.7573,1.5146,2.2719,1.5146,2.78741
t698,0.75958,5,4.31045,4.73449,0.75958,1.51916,2.27874,1.51916,2.79129
t699,0.76186,5,4.31889,4.7427,0.76186,1.52372,2.28558,1.52372,2.79516
t700,0.76414,5,4.32733,4.75091,0.76414,1.52828,2.29243,1.52828,2.79904
t701,0.76642,5,4.33577,4.75912,0.76642,1.53285,2.29927,1.53285,2.80292
t702,0.7687,5,4.34421,4.76734,0.7687,1.53741,2.30611,1.53741,2.8068
t703,0.77099,5,4.35265,4.77555,0.77099,1.54197,2.31296,1.54197,2.81068
t704,0.77327,5,4.36109,4.78376,0.77327,1.54653,2.3198,1.54653,2.81455
t705,0.77555,5,4.36953,4.79197,0.77555,1.55109,2.32664,1.55109,2.81843
t706,0.77783,5,4.37797,4.80018,0.77783,1.55566,2.33349,1.55566,2.82231
t707,0.78011,5,4.38641,4.80839,0.78011,1.56022,2.34033,1.56022,2.82619
t708,0.78239,5,4.39484,4.81661,0.78239,1.56478,2.34717,1.56478,2.83006
t709,0.78467,5,4.40328,4.82482,0.78467,1.56934,2.35401,1.56934,2.83394
t710,0.78695,5,4.41172,4.83303,0.78695,1.57391,2.36086,1.57391,2.83782
t711,0.78923,5,4.42016,4.84124,0.78923,1.57847,2.3677,1.57847,2.8417
t712,0.79151,5,4.4286,4.84945,0.79151,1.58303,2.37454,1.58303,2.84557
t713,0.7938,5,4.43704,4.85766,0.7938,1.58759,2.38139,1.58759,2.84945
t714,0.79608,5,4.44548,4.86588,0.79608,1.59215,2.38823,1.59215,2.85333
t715,0.79836,5,4.45392,4.87409,0.79836,1.59672,2.39507,1.59672,2.85721
t716,0.80064,5,4.46236,4.8823,0.80064,1.60128,2.40192,1.60128,2.86109
t717,0.80292,5,4.4708,4.89051,0.80292,1.60584,2.40876,1.60584,2.86496
t718,0.8052,5,4.47924,4.89872,0.8052,1.6104,2.4156,1.6104,2.86884
t719,0.80748,5,4.48768,4.90693,0.80748,1.61496,2.42245,1.61496,2.87272
t720,0.80976,5,4.49612,4.91515,0.80976,1.61953,2.42929,1.61953,2.8766
t721,0.81204,5,4.50456,4.92336,0.81204,1.62409,2.43613,1.62409,2.88047
t722,0.81432,5,4.513,4.93157,0.81432,1.62865,2.44297,1.62865,2.88435
t723,0.81661,5,4.52144,4.93978,0.81661,1.63321,2.44982,1.63321,2.88823
t724,0.81889,5,4.52988,4.94799,0.81889,1.63777,2.45666,1.63777,2.89211
t725,0.82117,5,4.53832,4.9562,0.82117,1.64234,2.4635,1.64234,2.89599
t726,0.82345,5,4.54676,4.96442,0.82345,1.6469,2.47035,1.6469,2.89986
t727,0.82573,5,4.5552,4.97263,0.82573,1.65146,2.47719,1.65146,2.90374
t728,0.82801,5,4.56364,4.98084,0.82801,1.65602,2.48403,1.65602,2.90762
t729,0.83029,5,4.57208,4.98905,0.83029,1.66058,2.49088,1.66058,2.9115
t730,0.83257,5,4.58052,4.99726,0.83257,1.66515,2.49772,1.66515,2.91537
t731,0.83485,5,4.58896,5.00547,0.83485,1.66971,2.50456,1.66971,2.91925
t732,0.83714,5,4.5974,5.01369,0.83714,1.67427,2.51141,1.67427,2.92313
t733,0.83942,5,4.60584,5.0219,0.83942,1.67883,2.51825,1.67883,2.92701
t734,0.8417,5,4.61428,5.03011,0.8417,1.68339,2.52509,1.68339,2.93089
t735,0.84398,5,4.62272,5.03832,0.84398,1.68796,2.53193,1.68796,2.93476
t736,0.84626,5,4.63116,5.04653,0.84626,1.69252,2.53878,1.69252,2.93864
t737,0.84854,5,4.6396,5.05474,0.84854,1.69708,2.54562,1.69708,2.94252
t738,0.85082,5,4.64804,5.06296,0.85082,1.70164,2.55246,1.70164,2.9464
t739,0.8531,5,4.65648,5.07117,0.8531,1.7062,2.55931,1.7062,2.95027
t740,0.85538,5,4.66492,5.07938,0.85538,1.71077,2.56615,1.71077,2.95415
t741,0.85766,5,4.67336,5.08759,0.85766,1.71533,2.57299,1.71533,2.95803
t742,0.85995,5,4.6818,5.0958,0.85995,1.71989,2.57984,1.71989,2.96191
t743,0.86223,5,4.69024,5.10401,0.86223,1.72445,2.58668,1.72445,2.96578
t744,0.86451,5,4.69868,5.11223,0.86451,1.72901,2.59352,1.72901,2.96966
t745,0.86679,5,4.70712,5.12044,0.86679,1.73358,2.60036,1.73358,2.97354
t746,0.86907,5,4.71556,5.12865,0.86907,1.73814,2.60721,1.73814,2.97742
t747,0.87135,5,4.724,5.13686,0.87135,1.7427,2.61405,1.7427,2.9813
t748,0.87363,5,4.73244,5.14507,0.87363,1.74726,2.62089,1.74726,2.98517
t749,0.87591,5,4.74088,5.15328,0.87591,1.75182,2.62774,1.75182,2.98905
t750,0.87819,5,4.74932,5.1615,0.87819,1.75639,2.63458,1.75639,2.99293
t751,0.88047,5,4.75776,5.16971,0.88047,1.76095,2.64142,1.76095,2.99681
t752,0.88276,5,4.7662,5.17792,0.88276,1.76551,2.64827,1.76551,3.00068
t753,0.88504,5,4.77464,5.18613,0.88504,1.77007,2.65511,1.77007,3.00456
t754,0.88732,5,4.78307,5.19434,0.88732,1.77464,2.66195,1.77464,3.00844
t755,0.8896,5,4.79151,5.20255,0.8896,1.7792,2.6688,1.7792,3.01232
t756,0.89188,5,4.79995,5.21077,0.89188,1.78376,2.67564,1.78376,3.0162
t757,0.89416,5,4.80839,5.21898,0.89416,1.78832,2.68248,1.78832,3.02007
